key,team_a,team_b,city,matchday,revenue_usd_m
Ghana|Korea Republic|Mexico City|1,Ghana,Korea Republic,Mexico City,1,7.5012
Curacao|Korea Republic|Mexico City|1,Curacao,Korea Republic,Mexico City,1,7.5012
Haiti|Korea Republic|Mexico City|1,Haiti,Korea Republic,Mexico City,1,7.5012
Korea Republic|New Zealand|Mexico City|1,Korea Republic,New Zealand,Mexico City,1,7.5012
Ecuador|Ghana|Mexico City|1,Ecuador,Ghana,Mexico City,1,7.5012
Curacao|Ecuador|Mexico City|1,Curacao,Ecuador,Mexico City,1,7.5012
Ecuador|Haiti|Mexico City|1,Ecuador,Haiti,Mexico City,1,7.5012
Ecuador|New Zealand|Mexico City|1,Ecuador,New Zealand,Mexico City,1,7.5012
Australia|Ghana|Mexico City|1,Australia,Ghana,Mexico City,1,7.5012
Australia|Curacao|Mexico City|1,Australia,Curacao,Mexico City,1,7.5012
Australia|Haiti|Mexico City|1,Australia,Haiti,Mexico City,1,7.5012
Australia|New Zealand|Mexico City|1,Australia,New Zealand,Mexico City,1,7.5012
Ghana|Mexico|Mexico City|3,Ghana,Mexico,Mexico City,3,7.4726
Mexico|New Zealand|Mexico City|3,Mexico,New Zealand,Mexico City,3,7.4726
Colombia|IC Playoff 1|Mexico City|1,Colombia,IC Playoff 1,Mexico City,1,7.4701
Colombia|IC Playoff 2|Mexico City|1,Colombia,IC Playoff 2,Mexico City,1,7.4701
Cote d'Ivoire|Curacao|Mexico City|2,Cote d'Ivoire,Curacao,Mexico City,2,7.4698
Cote d'Ivoire|Haiti|Mexico City|2,Cote d'Ivoire,Haiti,Mexico City,2,7.4698
Ghana|Norway|Mexico City|2,Ghana,Norway,Mexico City,2,7.4602
Curacao|Norway|Mexico City|2,Curacao,Norway,Mexico City,2,7.4602
Haiti|Norway|Mexico City|2,Haiti,Norway,Mexico City,2,7.4602
New Zealand|Norway|Mexico City|2,New Zealand,Norway,Mexico City,2,7.4602
New Zealand|Panama|Mexico City|2,New Zealand,Panama,Mexico City,2,7.4602
Curacao|Egypt|Mexico City|2,Curacao,Egypt,Mexico City,2,7.4602
Egypt|Haiti|Mexico City|2,Egypt,Haiti,Mexico City,2,7.4602
Egypt|New Zealand|Mexico City|2,Egypt,New Zealand,Mexico City,2,7.4602
New Zealand|Tunisia|Mexico City|2,New Zealand,Tunisia,Mexico City,2,7.4602
Colombia|Jordan|Mexico City|1,Colombia,Jordan,Mexico City,1,7.4514
Austria|IC Playoff 1|Mexico City|1,Austria,IC Playoff 1,Mexico City,1,7.4495
Austria|IC Playoff 2|Mexico City|1,Austria,IC Playoff 2,Mexico City,1,7.4495
Cabo Verde|Colombia|Mexico City|1,Cabo Verde,Colombia,Mexico City,1,7.447
IC Playoff 1|Mexico|Mexico City|3,IC Playoff 1,Mexico,Mexico City,3,7.4455
IC Playoff 2|Mexico|Mexico City|3,IC Playoff 2,Mexico,Mexico City,3,7.4455
Ghana|Uruguay|Mexico City|1,Ghana,Uruguay,Mexico City,1,7.445
Curacao|Uruguay|Mexico City|1,Curacao,Uruguay,Mexico City,1,7.445
Haiti|Uruguay|Mexico City|1,Haiti,Uruguay,Mexico City,1,7.445
New Zealand|Uruguay|Mexico City|1,New Zealand,Uruguay,Mexico City,1,7.445
Austria|Jordan|Mexico City|1,Austria,Jordan,Mexico City,1,7.4308
Jordan|Mexico|Mexico City|3,Jordan,Mexico,Mexico City,3,7.4268
Austria|Cabo Verde|Mexico City|1,Austria,Cabo Verde,Mexico City,1,7.4264
Cabo Verde|Mexico|Mexico City|3,Cabo Verde,Mexico,Mexico City,3,7.4225
Jordan|Norway|Mexico City|2,Jordan,Norway,Mexico City,2,7.4145
Croatia|IC Playoff 1|Mexico City|1,Croatia,IC Playoff 1,Mexico City,1,7.4121
Croatia|IC Playoff 2|Mexico City|1,Croatia,IC Playoff 2,Mexico City,1,7.4121
IC Playoff 1|Morocco|Mexico City|1,IC Playoff 1,Morocco,Mexico City,1,7.4121
IC Playoff 2|Morocco|Mexico City|1,IC Playoff 2,Morocco,Mexico City,1,7.4121
IC Playoff 1|Switzerland|Mexico City|1,IC Playoff 1,Switzerland,Mexico City,1,7.4121
IC Playoff 2|Switzerland|Mexico City|1,IC Playoff 2,Switzerland,Mexico City,1,7.4121
IC Playoff 1|Japan|Mexico City|1,IC Playoff 1,Japan,Mexico City,1,7.4121
IC Playoff 2|Japan|Mexico City|1,IC Playoff 2,Japan,Mexico City,1,7.4121
IC Playoff 1|Senegal|Mexico City|1,IC Playoff 1,Senegal,Mexico City,1,7.4121
IC Playoff 2|Senegal|Mexico City|1,IC Playoff 2,Senegal,Mexico City,1,7.4121
IC Playoff 1|IR Iran|Mexico City|1,IC Playoff 1,IR Iran,Mexico City,1,7.4121
IC Playoff 2|IR Iran|Mexico City|1,IC Playoff 2,IR Iran,Mexico City,1,7.4121
IC Playoff 1|Korea Republic|Mexico City|1,IC Playoff 1,Korea Republic,Mexico City,1,7.4121
IC Playoff 2|Korea Republic|Mexico City|1,IC Playoff 2,Korea Republic,Mexico City,1,7.4121
Ecuador|IC Playoff 1|Mexico City|1,Ecuador,IC Playoff 1,Mexico City,1,7.4121
Ecuador|IC Playoff 2|Mexico City|1,Ecuador,IC Playoff 2,Mexico City,1,7.4121
Australia|IC Playoff 1|Mexico City|1,Australia,IC Playoff 1,Mexico City,1,7.4121
Australia|IC Playoff 2|Mexico City|1,Australia,IC Playoff 2,Mexico City,1,7.4121
Cote d'Ivoire|Jordan|Mexico City|2,Cote d'Ivoire,Jordan,Mexico City,2,7.4113
Cabo Verde|Norway|Mexico City|2,Cabo Verde,Norway,Mexico City,2,7.4101
IC Playoff 1|Norway|Mexico City|2,IC Playoff 1,Norway,Mexico City,2,7.409
IC Playoff 2|Norway|Mexico City|2,IC Playoff 2,Norway,Mexico City,2,7.409
Egypt|IC Playoff 1|Mexico City|2,Egypt,IC Playoff 1,Mexico City,2,7.4023
Egypt|IC Playoff 2|Mexico City|2,Egypt,IC Playoff 2,Mexico City,2,7.4023
Argentina|Switzerland|Los Angeles|2,Argentina,Switzerland,Los Angeles,2,7.3968
IC Playoff 1|Uruguay|Mexico City|1,IC Playoff 1,Uruguay,Mexico City,1,7.3949
IC Playoff 2|Uruguay|Mexico City|1,IC Playoff 2,Uruguay,Mexico City,1,7.3949
Croatia|Jordan|Mexico City|1,Croatia,Jordan,Mexico City,1,7.3934
Jordan|Morocco|Mexico City|1,Jordan,Morocco,Mexico City,1,7.3934
Jordan|Switzerland|Mexico City|1,Jordan,Switzerland,Mexico City,1,7.3934
Jordan|Senegal|Mexico City|1,Jordan,Senegal,Mexico City,1,7.3934
Ecuador|Jordan|Mexico City|1,Ecuador,Jordan,Mexico City,1,7.3934
Haiti|Paraguay|Mexico City|2,Haiti,Paraguay,Mexico City,2,7.3894
New Zealand|Paraguay|Mexico City|2,New Zealand,Paraguay,Mexico City,2,7.3894
Cabo Verde|Croatia|Mexico City|1,Cabo Verde,Croatia,Mexico City,1,7.3891
Cabo Verde|Switzerland|Mexico City|1,Cabo Verde,Switzerland,Mexico City,1,7.3891
Cabo Verde|Japan|Mexico City|1,Cabo Verde,Japan,Mexico City,1,7.3891
Cabo Verde|IR Iran|Mexico City|1,Cabo Verde,IR Iran,Mexico City,1,7.3891
Cabo Verde|Korea Republic|Mexico City|1,Cabo Verde,Korea Republic,Mexico City,1,7.3891
Cabo Verde|Ecuador|Mexico City|1,Cabo Verde,Ecuador,Mexico City,1,7.3891
Australia|Cabo Verde|Mexico City|1,Australia,Cabo Verde,Mexico City,1,7.3891
Cote d'Ivoire|IC Playoff 1|Mexico City|2,Cote d'Ivoire,IC Playoff 1,Mexico City,2,7.38
Cote d'Ivoire|IC Playoff 2|Mexico City|2,Cote d'Ivoire,IC Playoff 2,Mexico City,2,7.38
Jordan|Uruguay|Mexico City|1,Jordan,Uruguay,Mexico City,1,7.3762
Cabo Verde|Uruguay|Mexico City|1,Cabo Verde,Uruguay,Mexico City,1,7.3718
Ghana|Panama|Mexico City|2,Ghana,Panama,Mexico City,2,7.3712
Curacao|Tunisia|Mexico City|2,Curacao,Tunisia,Mexico City,2,7.3712
Haiti|Tunisia|Mexico City|2,Haiti,Tunisia,Mexico City,2,7.3712
Curacao|Scotland|Mexico City|2,Curacao,Scotland,Mexico City,2,7.3487
Haiti|Scotland|Mexico City|2,Haiti,Scotland,Mexico City,2,7.3487
New Zealand|Scotland|Mexico City|2,New Zealand,Scotland,Mexico City,2,7.3487
Cabo Verde|Panama|Mexico City|2,Cabo Verde,Panama,Mexico City,2,7.3211
Jordan|Panama|Mexico City|2,Jordan,Panama,Mexico City,2,7.3197
Jordan|Tunisia|Mexico City|2,Jordan,Tunisia,Mexico City,2,7.3164
Egypt|Jordan|Mexico City|2,Egypt,Jordan,Mexico City,2,7.3063
Curacao|Paraguay|Mexico City|2,Curacao,Paraguay,Mexico City,2,7.3004
IC Playoff 1|Panama|Mexico City|2,IC Playoff 1,Panama,Mexico City,2,7.2934
IC Playoff 2|Panama|Mexico City|2,IC Playoff 2,Panama,Mexico City,2,7.2934
Brazil|Switzerland|Los Angeles|2,Brazil,Switzerland,Los Angeles,2,7.286
IC Playoff 1|Tunisia|Mexico City|2,IC Playoff 1,Tunisia,Mexico City,2,7.285
IC Playoff 2|Tunisia|Mexico City|2,IC Playoff 2,Tunisia,Mexico City,2,7.285
Ghana|Paraguay|Mexico City|2,Ghana,Paraguay,Mexico City,2,7.2812
Ghana|Scotland|Mexico City|2,Ghana,Scotland,Mexico City,2,7.2539
Spain|Switzerland|Los Angeles|2,Spain,Switzerland,Los Angeles,2,7.2488
IC Playoff 1|Scotland|Mexico City|2,IC Playoff 1,Scotland,Mexico City,2,7.2378
IC Playoff 2|Scotland|Mexico City|2,IC Playoff 2,Scotland,Mexico City,2,7.2378
Canada|Ghana|Toronto|1,Canada,Ghana,Toronto,1,7.233
Canada|Ghana|Vancouver|1,Canada,Ghana,Vancouver,1,7.233
Canada|New Zealand|Toronto|1,Canada,New Zealand,Toronto,1,7.233
Canada|New Zealand|Vancouver|1,Canada,New Zealand,Vancouver,1,7.233
Cabo Verde|Paraguay|Mexico City|2,Cabo Verde,Paraguay,Mexico City,2,7.2311
Jordan|Paraguay|Mexico City|2,Jordan,Paraguay,Mexico City,2,7.1972
Jordan|Scotland|Mexico City|2,Jordan,Scotland,Mexico City,2,7.1947
Cabo Verde|Scotland|Mexico City|2,Cabo Verde,Scotland,Mexico City,2,7.1904
IC Playoff 1|Paraguay|Mexico City|2,IC Playoff 1,Paraguay,Mexico City,2,7.1843
IC Playoff 2|Paraguay|Mexico City|2,IC Playoff 2,Paraguay,Mexico City,2,7.1843
Netherlands|Switzerland|Los Angeles|2,Netherlands,Switzerland,Los Angeles,2,7.1766
France|Switzerland|Los Angeles|2,France,Switzerland,Los Angeles,2,7.1738
Algeria|Curacao|Mexico City|2,Algeria,Curacao,Mexico City,2,7.1427
Algeria|Haiti|Mexico City|2,Algeria,Haiti,Mexico City,2,7.1427
Algeria|New Zealand|Mexico City|2,Algeria,New Zealand,Mexico City,2,7.1427
England|Switzerland|Los Angeles|2,England,Switzerland,Los Angeles,2,7.136
Cabo Verde|Canada|Toronto|1,Cabo Verde,Canada,Toronto,1,7.1209
Cabo Verde|Canada|Vancouver|1,Cabo Verde,Canada,Vancouver,1,7.1209
Canada|IC Playoff 1|Toronto|1,Canada,IC Playoff 1,Toronto,1,7.1197
Canada|IC Playoff 1|Vancouver|1,Canada,IC Playoff 1,Vancouver,1,7.1197
Canada|IC Playoff 2|Toronto|1,Canada,IC Playoff 2,Toronto,1,7.1197
Canada|IC Playoff 2|Vancouver|1,Canada,IC Playoff 2,Vancouver,1,7.1197
Portugal|Switzerland|Los Angeles|2,Portugal,Switzerland,Los Angeles,2,7.1155
Canada|Jordan|Toronto|1,Canada,Jordan,Toronto,1,7.101
Canada|Jordan|Vancouver|1,Canada,Jordan,Vancouver,1,7.101
Canada|Saudi Arabia|Toronto|2,Canada,Saudi Arabia,Toronto,2,7.0986
Canada|Saudi Arabia|Vancouver|2,Canada,Saudi Arabia,Vancouver,2,7.0986
Canada|Uzbekistan|Toronto|2,Canada,Uzbekistan,Toronto,2,7.0802
Canada|Uzbekistan|Vancouver|2,Canada,Uzbekistan,Vancouver,2,7.0802
Canada|Qatar|Toronto|2,Canada,Qatar,Toronto,2,7.0802
Canada|Qatar|Vancouver|2,Canada,Qatar,Vancouver,2,7.0802
Canada|South Africa|Toronto|2,Canada,South Africa,Toronto,2,7.0742
Canada|South Africa|Vancouver|2,Canada,South Africa,Vancouver,2,7.0742
Belgium|Switzerland|Los Angeles|2,Belgium,Switzerland,Los Angeles,2,7.0626
Germany|Switzerland|Los Angeles|2,Germany,Switzerland,Los Angeles,2,7.0626
Algeria|IC Playoff 1|Mexico City|2,Algeria,IC Playoff 1,Mexico City,2,7.0318
Algeria|IC Playoff 2|Mexico City|2,Algeria,IC Playoff 2,Mexico City,2,7.0318
Canada|Tunisia|Toronto|2,Canada,Tunisia,Toronto,2,7.0272
Canada|Tunisia|Vancouver|2,Canada,Tunisia,Vancouver,2,7.0272
Canada|Cote d'Ivoire|Toronto|2,Canada,Cote d'Ivoire,Toronto,2,7.0272
Canada|Cote d'Ivoire|Vancouver|2,Canada,Cote d'Ivoire,Vancouver,2,7.0272
Algeria|Jordan|Mexico City|2,Algeria,Jordan,Mexico City,2,6.9887
Switzerland|USA|Los Angeles|2,Switzerland,USA,Los Angeles,2,6.9752
Algeria|Canada|Toronto|2,Algeria,Canada,Toronto,2,6.9751
Algeria|Canada|Vancouver|2,Algeria,Canada,Vancouver,2,6.9751
Canada|Scotland|Toronto|2,Canada,Scotland,Toronto,2,6.9751
Canada|Scotland|Vancouver|2,Canada,Scotland,Vancouver,2,6.9751
Canada|Egypt|Toronto|2,Canada,Egypt,Toronto,2,6.9655
Canada|Egypt|Vancouver|2,Canada,Egypt,Vancouver,2,6.9655
Canada|Paraguay|Toronto|2,Canada,Paraguay,Toronto,2,6.8503
Canada|Paraguay|Vancouver|2,Canada,Paraguay,Vancouver,2,6.8503
Argentina|Switzerland|Dallas|2,Argentina,Switzerland,Dallas,2,6.7816
Argentina|Ghana|Los Angeles|3,Argentina,Ghana,Los Angeles,3,6.745
Argentina|Curacao|Los Angeles|3,Argentina,Curacao,Los Angeles,3,6.745
Argentina|Haiti|Los Angeles|3,Argentina,Haiti,Los Angeles,3,6.745
Argentina|New Zealand|Los Angeles|3,Argentina,New Zealand,Los Angeles,3,6.745
Argentina|Switzerland|Houston|3,Argentina,Switzerland,Houston,3,6.7448
Argentina|Switzerland|Toronto|3,Argentina,Switzerland,Toronto,3,6.7448
Argentina|Switzerland|Seattle|2,Argentina,Switzerland,Seattle,2,6.7448
Argentina|Switzerland|Atlanta|3,Argentina,Switzerland,Atlanta,3,6.7448
Argentina|Switzerland|Miami|3,Argentina,Switzerland,Miami,3,6.7448
Argentina|Switzerland|Kansas City|2,Argentina,Switzerland,Kansas City,2,6.7448
Argentina|IC Playoff 1|Los Angeles|3,Argentina,IC Playoff 1,Los Angeles,3,6.718
Argentina|IC Playoff 2|Los Angeles|3,Argentina,IC Playoff 2,Los Angeles,3,6.718
Argentina|Switzerland|Dallas|1,Argentina,Switzerland,Dallas,1,6.7053
Argentina|Jordan|Los Angeles|3,Argentina,Jordan,Los Angeles,3,6.6993
Argentina|Cabo Verde|Los Angeles|3,Argentina,Cabo Verde,Los Angeles,3,6.6949
Ghana|Netherlands|Los Angeles|3,Ghana,Netherlands,Los Angeles,3,6.6747
Curacao|Netherlands|Los Angeles|3,Curacao,Netherlands,Los Angeles,3,6.6747
Haiti|Netherlands|Los Angeles|3,Haiti,Netherlands,Los Angeles,3,6.6747
Netherlands|New Zealand|Los Angeles|3,Netherlands,New Zealand,Los Angeles,3,6.6747
Brazil|Switzerland|Dallas|2,Brazil,Switzerland,Dallas,2,6.6708
Argentina|Switzerland|New York/NJ|1,Argentina,Switzerland,New York/NJ,1,6.6685
Argentina|Switzerland|Boston|1,Argentina,Switzerland,Boston,1,6.6685
Argentina|Switzerland|Kansas City|1,Argentina,Switzerland,Kansas City,1,6.6685
Argentina|Switzerland|Philadelphia|1,Argentina,Switzerland,Philadelphia,1,6.6685
Argentina|Croatia|Los Angeles|2,Argentina,Croatia,Los Angeles,2,6.6622
Brazil|Switzerland|Dallas|1,Brazil,Switzerland,Dallas,1,6.6521
Colombia|Ghana|Los Angeles|1,Colombia,Ghana,Los Angeles,1,6.6494
Colombia|Curacao|Los Angeles|1,Colombia,Curacao,Los Angeles,1,6.6494
Colombia|Haiti|Los Angeles|1,Colombia,Haiti,Los Angeles,1,6.6494
Colombia|New Zealand|Los Angeles|1,Colombia,New Zealand,Los Angeles,1,6.6494
Cote d'Ivoire|New Zealand|Los Angeles|2,Cote d'Ivoire,New Zealand,Los Angeles,2,6.649
IC Playoff 1|Netherlands|Los Angeles|3,IC Playoff 1,Netherlands,Los Angeles,3,6.6476
IC Playoff 2|Netherlands|Los Angeles|3,IC Playoff 2,Netherlands,Los Angeles,3,6.6476
Argentina|Japan|Los Angeles|2,Argentina,Japan,Los Angeles,2,6.641
Argentina|Senegal|Los Angeles|2,Argentina,Senegal,Los Angeles,2,6.641
Argentina|IR Iran|Los Angeles|2,Argentina,IR Iran,Los Angeles,2,6.641
Argentina|Korea Republic|Los Angeles|2,Argentina,Korea Republic,Los Angeles,2,6.641
Argentina|Austria|Los Angeles|2,Argentina,Austria,Los Angeles,2,6.641
Argentina|Australia|Los Angeles|2,Argentina,Australia,Los Angeles,2,6.641
Argentina|UEFA Playoff A|Los Angeles|3,Argentina,UEFA Playoff A,Los Angeles,3,6.641
Argentina|UEFA Playoff B|Los Angeles|3,Argentina,UEFA Playoff B,Los Angeles,3,6.641
Argentina|UEFA Playoff C|Los Angeles|3,Argentina,UEFA Playoff C,Los Angeles,3,6.641
Argentina|UEFA Playoff D|Los Angeles|3,Argentina,UEFA Playoff D,Los Angeles,3,6.641
Ghana|Uruguay|Los Angeles|1,Ghana,Uruguay,Los Angeles,1,6.6405
Curacao|Uruguay|Los Angeles|1,Curacao,Uruguay,Los Angeles,1,6.6405
Haiti|Uruguay|Los Angeles|1,Haiti,Uruguay,Los Angeles,1,6.6405
New Zealand|Uruguay|Los Angeles|1,New Zealand,Uruguay,Los Angeles,1,6.6405
Brazil|Switzerland|Houston|3,Brazil,Switzerland,Houston,3,6.634
Brazil|Switzerland|Toronto|3,Brazil,Switzerland,Toronto,3,6.634
Brazil|Switzerland|Seattle|2,Brazil,Switzerland,Seattle,2,6.634
Brazil|Switzerland|Atlanta|3,Brazil,Switzerland,Atlanta,3,6.634
Brazil|Switzerland|Miami|3,Brazil,Switzerland,Miami,3,6.634
Brazil|Switzerland|Kansas City|2,Brazil,Switzerland,Kansas City,2,6.634
Spain|Switzerland|Dallas|2,Spain,Switzerland,Dallas,2,6.6336
Jordan|Netherlands|Los Angeles|3,Jordan,Netherlands,Los Angeles,3,6.6289
Austria|Ghana|Los Angeles|1,Austria,Ghana,Los Angeles,1,6.6288
Austria|Curacao|Los Angeles|1,Austria,Curacao,Los Angeles,1,6.6288
Austria|Haiti|Los Angeles|1,Austria,Haiti,Los Angeles,1,6.6288
Austria|New Zealand|Los Angeles|1,Austria,New Zealand,Los Angeles,1,6.6288
Cabo Verde|Netherlands|Los Angeles|3,Cabo Verde,Netherlands,Los Angeles,3,6.6245
Brazil|Switzerland|New York/NJ|1,Brazil,Switzerland,New York/NJ,1,6.6153
Brazil|Switzerland|Boston|1,Brazil,Switzerland,Boston,1,6.6153
Brazil|Switzerland|Kansas City|1,Brazil,Switzerland,Kansas City,1,6.6153
Brazil|Switzerland|Philadelphia|1,Brazil,Switzerland,Philadelphia,1,6.6153
Argentina|Morocco|Los Angeles|2,Argentina,Morocco,Los Angeles,2,6.611
Spain|Switzerland|Houston|3,Spain,Switzerland,Houston,3,6.5969
Spain|Switzerland|Toronto|3,Spain,Switzerland,Toronto,3,6.5969
Spain|Switzerland|Seattle|2,Spain,Switzerland,Seattle,2,6.5969
Spain|Switzerland|Atlanta|3,Spain,Switzerland,Atlanta,3,6.5969
Spain|Switzerland|Miami|3,Spain,Switzerland,Miami,3,6.5969
Spain|Switzerland|Kansas City|2,Spain,Switzerland,Kansas City,2,6.5969
Brazil|Ghana|Los Angeles|3,Brazil,Ghana,Los Angeles,3,6.5955
Brazil|Curacao|Los Angeles|3,Brazil,Curacao,Los Angeles,3,6.5955
Brazil|Haiti|Los Angeles|3,Brazil,Haiti,Los Angeles,3,6.5955
Brazil|New Zealand|Los Angeles|3,Brazil,New Zealand,Los Angeles,3,6.5955
Croatia|Ghana|Los Angeles|1,Croatia,Ghana,Los Angeles,1,6.5914
Croatia|Curacao|Los Angeles|1,Croatia,Curacao,Los Angeles,1,6.5914
Croatia|Haiti|Los Angeles|1,Croatia,Haiti,Los Angeles,1,6.5914
Croatia|New Zealand|Los Angeles|1,Croatia,New Zealand,Los Angeles,1,6.5914
Curacao|Morocco|Los Angeles|1,Curacao,Morocco,Los Angeles,1,6.5914
Haiti|Morocco|Los Angeles|1,Haiti,Morocco,Los Angeles,1,6.5914
Morocco|New Zealand|Los Angeles|1,Morocco,New Zealand,Los Angeles,1,6.5914
Ghana|Switzerland|Los Angeles|1,Ghana,Switzerland,Los Angeles,1,6.5914
Curacao|Switzerland|Los Angeles|1,Curacao,Switzerland,Los Angeles,1,6.5914
Haiti|Switzerland|Los Angeles|1,Haiti,Switzerland,Los Angeles,1,6.5914
New Zealand|Switzerland|Los Angeles|1,New Zealand,Switzerland,Los Angeles,1,6.5914
Ghana|Japan|Los Angeles|1,Ghana,Japan,Los Angeles,1,6.5914
Curacao|Japan|Los Angeles|1,Curacao,Japan,Los Angeles,1,6.5914
Haiti|Japan|Los Angeles|1,Haiti,Japan,Los Angeles,1,6.5914
Japan|New Zealand|Los Angeles|1,Japan,New Zealand,Los Angeles,1,6.5914
Curacao|Senegal|Los Angeles|1,Curacao,Senegal,Los Angeles,1,6.5914
Haiti|Senegal|Los Angeles|1,Haiti,Senegal,Los Angeles,1,6.5914
New Zealand|Senegal|Los Angeles|1,New Zealand,Senegal,Los Angeles,1,6.5914
Ghana|IR Iran|Los Angeles|1,Ghana,IR Iran,Los Angeles,1,6.5914
Curacao|IR Iran|Los Angeles|1,Curacao,IR Iran,Los Angeles,1,6.5914
Haiti|IR Iran|Los Angeles|1,Haiti,IR Iran,Los Angeles,1,6.5914
IR Iran|New Zealand|Los Angeles|1,IR Iran,New Zealand,Los Angeles,1,6.5914
Ghana|Korea Republic|Los Angeles|1,Ghana,Korea Republic,Los Angeles,1,6.5914
Curacao|Korea Republic|Los Angeles|1,Curacao,Korea Republic,Los Angeles,1,6.5914
Haiti|Korea Republic|Los Angeles|1,Haiti,Korea Republic,Los Angeles,1,6.5914
Korea Republic|New Zealand|Los Angeles|1,Korea Republic,New Zealand,Los Angeles,1,6.5914
Ecuador|Ghana|Los Angeles|1,Ecuador,Ghana,Los Angeles,1,6.5914
Curacao|Ecuador|Los Angeles|1,Curacao,Ecuador,Los Angeles,1,6.5914
Ecuador|Haiti|Los Angeles|1,Ecuador,Haiti,Los Angeles,1,6.5914
Ecuador|New Zealand|Los Angeles|1,Ecuador,New Zealand,Los Angeles,1,6.5914
Australia|Ghana|Los Angeles|1,Australia,Ghana,Los Angeles,1,6.5914
Australia|Curacao|Los Angeles|1,Australia,Curacao,Los Angeles,1,6.5914
Australia|Haiti|Los Angeles|1,Australia,Haiti,Los Angeles,1,6.5914
Australia|New Zealand|Los Angeles|1,Australia,New Zealand,Los Angeles,1,6.5914
IC Playoff 1|Uruguay|Los Angeles|1,IC Playoff 1,Uruguay,Los Angeles,1,6.5904
IC Playoff 2|Uruguay|Los Angeles|1,IC Playoff 2,Uruguay,Los Angeles,1,6.5904
Argentina|Egypt|Los Angeles|1,Argentina,Egypt,Los Angeles,1,6.582
Algeria|Argentina|Los Angeles|1,Algeria,Argentina,Los Angeles,1,6.582
Argentina|Scotland|Los Angeles|1,Argentina,Scotland,Los Angeles,1,6.582
Argentina|Tunisia|Los Angeles|1,Argentina,Tunisia,Los Angeles,1,6.582
Argentina|Cote d'Ivoire|Los Angeles|1,Argentina,Cote d'Ivoire,Los Angeles,1,6.582
Argentina|Uzbekistan|Los Angeles|1,Argentina,Uzbekistan,Los Angeles,1,6.582
Argentina|Qatar|Los Angeles|1,Argentina,Qatar,Los Angeles,1,6.582
Argentina|Saudi Arabia|Los Angeles|1,Argentina,Saudi Arabia,Los Angeles,1,6.582
Spain|Switzerland|Dallas|1,Spain,Switzerland,Dallas,1,6.5758
Jordan|Uruguay|Los Angeles|1,Jordan,Uruguay,Los Angeles,1,6.5717
Brazil|IC Playoff 1|Los Angeles|3,Brazil,IC Playoff 1,Los Angeles,3,6.5685
Brazil|IC Playoff 2|Los Angeles|3,Brazil,IC Playoff 2,Los Angeles,3,6.5685
Cabo Verde|Uruguay|Los Angeles|1,Cabo Verde,Uruguay,Los Angeles,1,6.5673
Argentina|Norway|Los Angeles|1,Argentina,Norway,Los Angeles,1,6.5647
Argentina|Panama|Los Angeles|1,Argentina,Panama,Los Angeles,1,6.5647
Netherlands|Switzerland|Dallas|2,Netherlands,Switzerland,Dallas,2,6.5615
Colombia|IC Playoff 1|Los Angeles|1,Colombia,IC Playoff 1,Los Angeles,1,6.5603
Colombia|IC Playoff 2|Los Angeles|1,Colombia,IC Playoff 2,Los Angeles,1,6.5603
Cote d'Ivoire|Curacao|Los Angeles|2,Cote d'Ivoire,Curacao,Los Angeles,2,6.56
Cote d'Ivoire|Haiti|Los Angeles|2,Cote d'Ivoire,Haiti,Los Angeles,2,6.56
France|Switzerland|Dallas|2,France,Switzerland,Dallas,2,6.5586
Ghana|Norway|Los Angeles|2,Ghana,Norway,Los Angeles,2,6.5504
Curacao|Norway|Los Angeles|2,Curacao,Norway,Los Angeles,2,6.5504
Haiti|Norway|Los Angeles|2,Haiti,Norway,Los Angeles,2,6.5504
New Zealand|Norway|Los Angeles|2,New Zealand,Norway,Los Angeles,2,6.5504
New Zealand|Panama|Los Angeles|2,New Zealand,Panama,Los Angeles,2,6.5504
Curacao|Egypt|Los Angeles|2,Curacao,Egypt,Los Angeles,2,6.5504
Egypt|Haiti|Los Angeles|2,Egypt,Haiti,Los Angeles,2,6.5504
Egypt|New Zealand|Los Angeles|2,Egypt,New Zealand,Los Angeles,2,6.5504
New Zealand|Tunisia|Los Angeles|2,New Zealand,Tunisia,Los Angeles,2,6.5504
Ghana|USA|Los Angeles|3,Ghana,USA,Los Angeles,3,6.5504
New Zealand|USA|Los Angeles|3,New Zealand,USA,Los Angeles,3,6.5504
Ghana|Spain|Los Angeles|3,Ghana,Spain,Los Angeles,3,6.5504
Curacao|Spain|Los Angeles|3,Curacao,Spain,Los Angeles,3,6.5504
Haiti|Spain|Los Angeles|3,Haiti,Spain,Los Angeles,3,6.5504
New Zealand|Spain|Los Angeles|3,New Zealand,Spain,Los Angeles,3,6.5504
France|Ghana|Los Angeles|3,France,Ghana,Los Angeles,3,6.5504
Curacao|France|Los Angeles|3,Curacao,France,Los Angeles,3,6.5504
France|Haiti|Los Angeles|3,France,Haiti,Los Angeles,3,6.5504
France|New Zealand|Los Angeles|3,France,New Zealand,Los Angeles,3,6.5504
